No,Teks,Sentimen,Confidence
158,"Beautiful Mosque I've ever seen. Comfortable",Positif,79.36%
159,"Located in the nerve of Banda Aceh City easy to find, clean and modern with under ground access, parking and wudhu facilities, it will be good if the giant hidraulic umbrella is opened when Sun begin to hit with its heat",Positif,96.98%
160,"missing this amazing place. but the restroom is kinda...... smell no good :"")",Negatif,99.99%
161,"Alhamdulillah I Can Pray Here 🙏👍",Positif,99.97%
162,"Palce was clean, keepers are sharp the really see people outfit when they will visit trough and through. Wudhu place was clean. The building kinda as similar as I imagine it would be mosque in Mecca. It bring you inner peace as such a time never existed before.",Positif,99.96%
163,"Historical Grand Mosque...GREAT!!!",Positif,76.56%
164,"Beautiful. Peaceful. Amazing that it stood still during tsunami. Currently the umbrellas are under repairs.",Positif,99.86%
165,"So beautiful mosque, its like maddina",Positif,98.45%
166,"The best mosque i've ever visited",Positif,94.92%
167,"Spacious parking space but not very wheelchair friendly as it has no elevator transporting you from parking and bathroom to the main area. The mosque itself is not much different from other mosques (although it is iconic), but the surrounding area is very well designed.",Netral,99.90%
168,"The entrance fee is a donation, and foreigners will receive a free sarong. The locals are very kind, and there are helpful people around.",Positif,99.99%
169,"Amazing mosque, beautiful architecture, and the history it have when tsunami, really amazed me",Positif,99.92%
170,"One of the greatest mosque in Banda Aceh, Medina-like building, must visit",Netral,97.77%
171,"huge, clean, amaziing architectur!!",Positif,91.52%
172,"A very lovely historical beautiful mosque",Positif,98.89%
173,"Once I laughed to the decision of refurbishing the iconic mosque of Aceh, adding granites and umbrellas and whatnot. But now, I laud the officials who made that decision. Kudos to you guys, now the mosque is even more magnificent and comfortable. Slight issue though. The umbrella, being taller than they are wider, do not cover enough from the sideway raining or not provide enough shade due to the position or angle of the sun in some periods.",Netral,99.59%
174,"This is a beautiful historical mosque. It has large yard where people used to stay even until late. Its toilets are quite clean. Its open 24 hours. It is surrounded by small shops and cafes outside the mosque.",Positif,99.86%
175,"Beautiful Mosque, Subhanallah !",Positif,99.98%
176,"The biggest mosque in Aceh. Historic mosque. As a tourist attraction.",Netral,99.97%
177,"Beautiful and calming place to visit..",Positif,99.95%
178,"The beautiful Masjid ever I seen",Positif,99.26%
179,"Beautiful mosque right in the middle of Bandar Aceh that survived the tsunami.",Netral,99.31%
180,"The mosque that survives during massive tsunami almost two decades ago; still preserves its beauty. Hoping it brings peace to all difference in this multi religion country.",Positif,99.97%
181,"So comfortable to spend your time with family while waiting for prayer time. Accessed easily and licated excatly in the middle of Banda Aceh city. So many new things develop in a year. Air conditioner, ablution place, resting area and giant umbrellas. Recommend you to visit this place, so much.",Positif,98.64%
182,"nothing to say, one of the best mosque i've ever visited..",Netral,92.57%
183,"This place reminds me so much of the great Taj Mahal, because its beauty and similarities. Everywhere is beautiful, adorable architecture, and you cant help not to join the visitors doing pray. Eventhough its forbidden to come in shorts and not covering your head for women, they will lend you some sarongs or head scarf to make you appropriate.",Negatif,99.23%
184,"historical mosque that was built in the Dutch era. with a combined architectural style of Arabic, Indian and Malay. Comfortable for worship and a cool atmosphere. Located in the center of Banda Aceh.",Netral,86.28%
185,"This is what every mosque in Malaysia should be aiming for. The courtyard & basement are designed to be practical in every way. No parking? They have a basement parking lot. No electricity? The parking lot has a vent for both light and oxygen. Need to attract younger generations? The courtyard is a great place for social activities.",Netral,98.69%
186,"Very beautiful and amazing mosque. The ""umbrella"" outside the mosque is very similar to the one in Masjid Nabawi. Very clean. Lucky achehian having this kind of big mosque at their city. A must visit place to acheh.",Positif,99.99%
187,"It's not just an ordinary grand mosque yet became a monument that witnessed how horrified the tsunami in 26th December 2006 was. The mosque keep standing while the other building ruined. Hundred thousands people were killed by tsunami and some peoples were protected in the mosque. There are rules for visitors who want to enter the mosque. Women has to wear long sleeves, skirt and veil. Pants is only alowed when you wear a maxi shirt.",Negatif,73.96%
188,"For me this is the most beautiful mosque in Indonesia that I ever visited. The concept remind me of Nabawi Mosque in Saudi Arabia. A lot of tourist came here because it's not only place for pray but also tourist destination area in Aceh.",Positif,99.74%
189,"Baiturrahman Grand Mosque of Banda Aceh, a historical mosque in Aceh.",Netral,99.97%
190,"Great historical mosque in Banda Aceh.",Netral,98.91%
191,"Beautiful mosque, worth a visit. Be aware that shorts are not accepted for men, yet you can buy some long leg clothes on the market beside. You can go respectfully inside, even tough it's only for muslims.",Negatif,97.15%
192,"It's very very beautiful and calm",Positif,99.99%
193,"Mosque that really had so much history in there. Very intersting fact that they are build by netherland army at that time with some missionary hidden message in their architecture (they build a mosque with Christian cross model) which is quite slick but very interesting. Survived the tsunami in 2004 and great earthquake in 9.8 richter. There is also first locomotive monument in Aceh that you could see too!",Netral,99.81%
194,"Very beautiful mosque",Positif,99.85%
195,"Beautiful and famous, the most popular mosque of Aceh land. The mosque that stand still even after being crushed by the tsunami in 2004. The place was near the coast, but somehow be the only building that survive during the tragedy.",Netral,99.62%
196,"Beautiful on the out side, peaceful on the inside",Positif,99.94%
197,"Lovely mosque and remarkable place",Netral,96.66%
198,"Greatest mosque in aceh. Legendary since it was the only building that remain stand still when the tsunami wave hit. For female visitors, you have to wear modest clothes (long sleeve, hijab, and long skirt). If you wear pants, they will lend you prayer clothes. A great plaza it is in front of the mosque, all the marble tiles, islamic architecture, is great. A must visit when in Aceh.",Netral,97.62%
