No,Teks,Sentimen,Confidence
151,"Great.. Literally. May the shade will always be opened at noon",Positif,99.67%
152,"the mosque is not clean. in the mosque there is no air conditioning. feels hot during the day. should be better maintained because this mosque is an icon of Semarang city.",Negatif,99.92%
153,"One of the main architecture attractions in Semarang. The design is a combination between Medina mosque and Indonesian style. This place can be easily reached since it sits in the city itself.",Netral,99.97%
154,"Masjid Agung Jawa Tengah is one of the largest mosque in Central Java, they have a tower witch can turn to be a huge umbrella, wheelchair available. Large parking area and a wide courtyard with a fountain in the middle. they have some handwriting Qur'an collection that you can read. Also, in the mosque area there is a tower that is used as a museum about the development of Islam in Central Java at 2nd floor.",Netral,99.07%
155,"Wallahi this mosque was grand 🫶",Positif,93.19%
156,"The mosque complex covers 10 hectares There are three central buildings arranged in the shape of a U, with the domed mosque at the centre; all buildings have pitched, tiled roofs, while the central mosque has four minarets. The central roof resembles the roof of a ""joglo"", the traditional Javanese house, and symbolises the rising steps toward heaven or to gain God's blessing. The long buildings forming the arms of the U house a library and auditorium respectively. At the open end of the U is a series of Arabic-style arches, with Arabic calligraphs of 99 attributes of Allah, stood on 25 pillars, each representing one of the named prophets in Islam. Nearby is the 99-metre-tall Asmaul Husna Tower, designed to resemble the minaret of Menara Kudus Mosque in Kudus; the height represents the 99 attributes of Allah. Used for calling Muslims to prayer, the tower also houses a radio station for da'wah and museum at its base and restaurant and observation deck near its summit. The upper levels are accessible by lift On premises there is also a 23-room hotel.",Netral,99.75%
157,"In the morning we can to jogging and enjoy the fresh air of Semarang",Positif,98.52%
158,"One of the greatest buildings in Semarang. You can jog here as well as taking lots of great photos. But please keep it in mind to respect muslims who come here to pray :)",Netral,75.06%
159,"Semarang has a magnificent mosque with a blend of Javanese, Roman and Arabic architecture. Central Java Grand Mosque named. You can see batik motifs that are the traditional art of Javanese people at the bottom of the pole. In addition, the art of calligraphy carving into Middle Eastern architectural culture adorns the walls of the Great Mosque of Central Java. On the front porch of the mosque, there are six giant hydraulic umbrellas that can open and close automatically. This is an adaptation of the Nabawi Mosque building architecture in the City of Medina. The interior design of the Great Mosque is also adorned with layers of colors that are influenced by Roman architectural styles. The grandeur of the Great Mosque of Central Java makes it a symbol of religious tourism for the people of Semarang and Central Java. The mosque is able to accommodate around 15,000 worshipers, not including the main courtyard of the mosque which is able to accommodate around 10,000 worshipers. The mosque which is located on Jalan Gajah Raya, Sambirejo Sub-District, Gayamsari District, Semarang City, does not only function as a place of worship for Muslims. This mosque also functions as an educational center, a center for Islamic symbols and religious tourism for travelers who want to admire the grandeur of the mosque's architecture. The mosque, which was built in 2001 and completed in 2006, has a giant Al-Quran by H. Hayatuddin, who is a calligraphy writer from the University of Science and Sciences of the Koran from Wonosobo, Central Java. This mosque also has a giant drum which is a gift from the students of the Al Falah boarding school Banyumas, Central Java. The Great Mosque of Central Java is also equipped with several facilities, such as a library, auditorium, lodging, marriage contract room, and a museum of Islamic development, and a cafe in the Asmaul Husna Tower section. Next to the mosque, there is the Asmaul Husna Tower (Al Husna Tower) which has a height of 99 meters. From the top of the tower which has 19 floors, you can enjoy the beauty of Semarang City. You can also see the beauty of Semarang using binoculars provided by the mosque manager. Satisfied watching the panorama of Semarang City, you can relax in the cafe located on the 18th floor. This cafe can rotate 360 ​​degrees. Looking at the beauty of the city while enjoying Semarang's special food and feeling the slow rotation will certainly provide a sensation and experience for you.",Netral,99.90%
160,"The Greatest Mosque in Central Java,you can pray and take some photo in this place,please don't do anything mistake. In this place have 4 Big's umbrela like in Makah(Arabian Saudi),and open when in this place have a religious event. You can see a far place with telescope in the tower",Netral,99.94%
161,"The mosque is beautiful with the umbrella like we see in Madinah. The convention hall here has a beautiful design inside so we dont have too much effort to decorate the wall.",Positif,97.60%
162,"Constructed in 2001, and established in 2006, this famous mosque in East Java can house an astonishing 15,000 people at a time. It has also a nearby 99m tower representing the 99 attributes of God where at the base a museum is located about the mosque with a restaurant and radio towrt being located at the top.",Netral,69.72%
163,"A beautiful mosque located in the city of Semarang, Central Java",Netral,99.11%
164,"Big masjid, unfortunately just only have fair space for shalat in main hall They also have 1. Museum, shows dakwah process in indonesia & mostly jawa tengah 2. Adzan tower which call asmaul husna tower, its caused by 99 meter tall that same number of asmaul husna 3. Ballroom, usually used by wedding or assembly meeting of islamic organization 4. Great space, also instagramable space for religion visitor 5. Souvenir store, sells jawa tengah theme especially about masjid agung jawa tengah 6. Big space for parking, visitors can park inside or outside building",Netral,99.92%
